Catalog Number,Year,Day of Year,Inclination (rad),Omega (rad),Eccentricity,Argument of Perigee (rad),Mean Anomaly (rad),Mean Motion (rev/day),Orbital Period (s),Semi-major axis (km),Julian Date,Inclination (rad) (sin),Inclination (rad) (cos),Omega (rad) (sin),Omega (rad) (cos),Argument of Perigee (rad) (sin),Argument of Perigee (rad) (cos),Mean Anomaly (rad) (sin),Mean Anomaly (rad) (cos),Delta Julian Date,Delta Inclination (rad),Delta Omega (rad),Delta Eccentricity,Delta Argument of Perigee (rad),Delta Mean Anomaly (rad),Delta Mean Motion (rev/day),Delta Orbital Period (s),Delta Semi-major axis (km),Maneuver
26997,2002,312.23622598,1.1526957231626471,0.738103231326906,0.0007335,4.592699536270674,1.6908016755035227,12.80928878,6745.1051720297,7715.871797381654,2868.23622598,0.9138617914920825,0.406025400745916,0.6728859954867423,0.7397461977447507,-0.992845765308173,-0.11940387895553597,0.992807995533949,-0.11971751753132154,0.3123040899999978,0.0,-0.011318460199183034,-1.0000000000005664e-07,-0.0017400932642397393,0.001740093264238407,-1.000000082740371e-08,5.2657924243249e-06,4.015768354292959e-06,0
26997,2002,312.9389105,1.152693977833395,0.7126336415525527,0.0007333,4.590950716360177,1.6925504954140211,12.8092883,6745.10542478773,7715.871990138574,2868.9389105,0.9138610828426814,0.4060269957350148,0.6538287614808531,0.756642551447124,-0.9926354312887039,-0.12114000392227511,0.9925971130751302,-0.12145357596595127,0.7026845199998206,-1.7453292522340291e-06,-0.02546958977435332,-2.0000000000000486e-07,-0.0017488199104969127,0.001748819910498467,-4.799999988591708e-07,0.0002527580300011323,0.0001927569201143342,0
26997,2002,313.95389891,1.152690487174891,0.6758386102620083,0.0007334,4.587617137488867,1.695887564943834,12.80928806,6745.105551166752,7715.872086517037,2869.95389891,0.9138596655355284,0.4060301857095012,0.6255518057769301,0.780182631368593,-0.9922260868304613,-0.12444835319565212,0.9921862880077265,-0.124765259144719,1.0149884100001145,-3.4906585038019244e-06,-0.0367950312905444,1.0000000000005664e-07,-0.0033335788713095837,0.0033370695298129416,-2.400000003177638e-07,0.0001263790218217764,9.637846324039856e-05,0
26997,2002,314.96888707,1.1526922325041429,0.6390505602884717,0.0007348,4.588990711610187,1.6945087548347586,12.80928832,6745.105414256145,7715.871982107035,2870.96888707,0.9138603741904968,0.4060285907228765,0.596433630745177,0.8026623973478051,-0.9923960897948574,-0.12308534015014712,0.9923573724226717,-0.12339710449751558,1.01498816000003,1.74532925178994e-06,-0.036788049973536574,1.3999999999999256e-06,0.001373574121319443,-0.001378810109075479,2.600000001962144e-07,-0.0001369106066704262,-0.00010441000176797388,0
26997,2002,315.9057991,1.1526922325041429,0.605096925020174,0.000736,4.585252216352415,1.6982437594340265,12.8092886,6745.105266813958,7715.871869665497,2871.9057991,0.9138603741904968,0.4060285907228765,0.5688417946195752,0.8224469664932694,-0.9919290018784066,-0.12679453944278526,0.9918895629281096,-0.12710269452015427,0.936912029999803,0.0,-0.033953635268297755,1.2000000000000292e-06,-0.0037384952577719233,0.0037350045992678993,2.8000000007466497e-07,-0.0001474421869716025,-0.0001124415384765598,0
26997,2002,316.53040708,1.1526957231626471,0.5824634952803116,0.0007381,4.583978125998459,1.6995161044587304,12.8092889,6745.105108840195,7715.871749192425,2872.5304070800003,0.9138617914920825,0.406025400745916,0.550082893572386,0.8351100587341953,-0.9917666491203199,-0.1280582433607943,0.9917270416247598,-0.12836461704925553,0.6246079800002917,3.4906585042460136e-06,-0.022633429739862376,2.099999999999997e-06,-0.0012740903539558701,0.0012723450247038581,2.9999999995311555e-07,-0.00015797376363479998,-0.00012047307154716691,0
26997,2002,316.92078702,1.152693977833395,0.5683123657051417,0.0007364,4.580169817570607,1.703329648874338,12.80928901,6745.105050916483,7715.871705018967,2872.9207870200003,0.9138610828426814,0.4060269957350148,0.5382104599844495,0.8428104773692169,-0.9912717731188786,-0.13183425889257536,0.9912303072483362,-0.13214566959370683,0.39037994000000253,-1.7453292522340291e-06,-0.014151129575169952,-1.6999999999999871e-06,-0.0038083084278515145,0.0038135444156075504,1.1000000021965661e-07,-5.792371121060569e-05,-4.417345826368546e-05,0
26997,2002,317.9357748,1.1526957231626471,0.5315278063901091,0.0007372,4.576642507152327,1.7068552139633666,12.80928955,6745.104766563732,7715.871488167453,2873.9357747999998,0.9138617914920825,0.406025400745916,0.5068509528418699,0.862033706767484,-0.9908005870732361,-0.13532995475995216,0.9907582597577934,-0.13563948806195283,1.014987779999501,1.7453292522340291e-06,-0.03678455931503255,8.000000000000194e-07,-0.0035273104182804715,0.0035255650890286816,5.400000002708794e-07,-0.0002843527518052724,-0.00021685151386918733,0
26997,2002,318.95076237,1.1527131764551668,0.49471183114854067,0.0007441,4.592193390787596,1.6912868770355771,12.80929184,6745.1035606977,7715.870568556572,2874.95076237,0.9138688778329825,0.40600945078690615,0.47477805197840706,0.8801055626227964,-0.9927852024015333,-0.11990638803894657,0.9927497915496198,-0.12019921538090947,1.0149875700003577,1.7453292519675756e-05,-0.03681597524156843,6.900000000000005e-06,0.01555088363526913,-0.015568336927789472,2.2899999994052678e-06,-0.0012058660313414293,-0.0009196108812830062,0
26997,2002,319.96574995,1.152711431125915,0.4579272718335083,0.0007441,4.58447903549378,1.699006468317148,12.80929246,6745.103234218762,7715.870319579,2875.96574995,0.9138681692114198,0.40601104578837255,0.4420898814000706,0.8969707558018107,-0.9918306702854487,-0.12756144198431435,0.9917923320799445,-0.1278591804581314,1.0149875799997972,-1.74532925178994e-06,-0.036784559315032384,0.0,-0.0077143552938157,0.007719591281570848,6.199999997846817e-07,-0.0003264789384047617,-0.0002489775715730502,0
26997,2002,320.90266144,1.152711431125915,0.4239718912359585,0.0007437,4.579024881581298,1.7044588769003783,12.80929311,6745.102891942489,7715.870058554149,2876.90266144,0.9138681692114198,0.40601104578837255,0.4113839170896135,0.9114621620012572,-0.9911201816459095,-0.1329691149635105,0.9910804526998873,-0.13326491014586822,0.9369114900000568,0.0,-0.03395538059754977,-4.000000000000097e-07,-0.0054541539124821625,0.005452408583230373,6.50000000490536e-07,-0.00034227627293148544,-0.00026102485117007745,0
26997,2002,321.91764889,1.152711431125915,0.38718907725017804,0.0007453,4.575841401025661,1.7076406121267638,12.80929375,6745.102554932039,7715.8698015450855,2877.91764889,0.9138681692114198,0.40601104578837255,0.37758706864113534,0.9259740847318539,-0.9906918554954148,-0.13612364767024138,0.990651423189201,-0.1364175858649123,1.0149874499998077,0.0,-0.03678281398578048,1.5999999999999305e-06,-0.003183480555636997,0.0031817352263854293,6.399999996631323e-07,-0.0003370104495843407,-0.00025700906371639576,0
26997,2002,322.93263635,1.152711431125915,0.35039928194738956,0.0007468,4.572193662888993,1.7112848596049282,12.80929421,6745.1023127058,7715.869616819835,2878.93263635,0.9138681692114198,0.40601104578837255,0.34327285467817037,0.9392357250664498,-0.990188722113279,-0.13973651848987617,0.9901477066608265,-0.14002685097618198,1.0149874600001567,0.0,-0.036789795302788475,1.5000000000000907e-06,-0.0036477381366681882,0.0036442474781643863,4.599999989807202e-07,-0.00024222623960667988,-0.00018472525061952183,0
26997,2002,323.9476242,1.152709685796663,0.3136112319738531,0.0007413,4.577373800108912,1.7061186850190249,12.80929457,6745.102123137449,7715.869472252254,2879.9476242,0.9138674605870729,0.40601264078860233,0.3084957372737937,0.9512257250957306,-0.990899287972338,-0.13460535314731636,0.9908578934269896,-0.13490972920226532,1.014987850000125,-1.7453292520119845e-06,-0.03678804997353646,-5.5000000000000795e-06,0.0051801372199191675,-0.005166174585903294,3.6000000136482413e-07,-0.00018956835083372425,-0.00014456758071901277,0
26997,2002,324.96261148,1.152711431125915,0.2768301633173246,0.0007428,4.57675071756595,1.706741767561987,12.80929526,6745.101759798142,7715.869195164411,2880.96261148,0.9138681692114198,0.40601104578837255,0.2733078764923801,0.9619266108426494,-0.9908152253827012,-0.13522273902649326,0.990773641193994,-0.13552708923014128,1.0149872799997866,1.7453292520119845e-06,-0.036781068656528526,1.4999999999999823e-06,-0.0006230825429618392,0.0006230825429620612,6.900000002474371e-07,-0.00036333930711407447,-0.00027708784273272613,0
26997,2002,325.19683908,1.1527131764551668,0.26834262716487617,0.0007452,4.573762713886536,1.7097175539366372,12.8092955,6745.101633419262,7715.869098786038,2881.1968390800002,0.9138688778329825,0.40600945078690615,0.2651337433770211,0.9642116459174759,-0.9904067568640739,-0.1381826905150834,0.9903659553257623,-0.13847481551419455,0.2342276000003949,1.74532925178994e-06,-0.008487536152448405,2.4000000000000583e-06,-0.0029880036794143194,0.0029757863746502355,2.3999999854140697e-07,-0.00012637887994060293,-9.637837320042308e-05,0
26997,2002,325.66530259,1.152702704479655,0.25123665516607974,0.0004872,4.5785885492683,1.7057591471931142,12.80930643,6745.095877919442,7715.864709557435,2881.66530259,0.9138646260618479,0.4060190207771537,0.24860198032151062,0.9686057275177673,-0.991062068578615,-0.13340156005338358,0.9909063345338411,-0.13455346959743328,0.46846350999976494,-1.0471975511849863e-05,-0.017105971998796432,-0.000258,0.004825835381764065,-0.003958406743522991,1.0930000000186624e-05,-0.005755499820224941,-0.00438922860303137,0
26997,2002,325.97759852,1.152711431125915,0.24005083999004806,0.0007428,4.567746563954912,1.7157424305145217,12.80929586,6745.10144385095,7715.868954218483,2881.97759852,0.9138681692114198,0.40601104578837255,0.23775200893289256,0.971325888797562,-0.9895575107280944,-0.1441385894256543,0.9895136920397319,-0.14443909881295522,0.3122959299998911,8.726646260059923e-06,-0.011185815176031677,0.0002555999999999999,-0.010841985313388314,0.009983283321407521,-1.05699999988218e-05,0.005565931508499489,0.004244661047778209,0
26997,2002,326.91450916,1.1527149217844188,0.2060989500510024,0.0007457,4.546825302211255,1.7366741642336896,12.8092967,6745.101001524931,7715.868616894213,2882.91450916,0.9138695864517618,0.4060078557842028,0.2046429758839602,0.9788366832221588,-0.986325613188467,-0.16480832736362142,0.9862737884530515,-0.1651181825556029,0.936910639999951,3.4906585038019244e-06,-0.03395188993904566,2.9000000000000163e-06,-0.020921261743656494,0.0209317337191679,8.400000002239949e-07,-0.00044232601885596523,-0.0003373242698216927,0
26997,2002,327.92949582,1.1527149217844188,0.1693091547482139,0.0007474,4.538323803424791,1.7451704270323978,12.80929754,6745.1005591989715,7715.86827956998,2883.92949582,0.9138695864517618,0.4060078557842028,0.16850142219211645,0.9857014105291897,-0.9848888689063863,-0.17318751659487225,0.9848353202562303,-0.173491763423536,1.0149866599999768,0.0,-0.0367897953027885,1.6999999999999871e-06,-0.008501498786464445,0.008496262798708187,8.399999984476381e-07,-0.0004423259597388096,-0.00033732423344190465,0
26997,2002,328.94448221,1.1527219031014266,0.13253157675018942,0.0007485,4.513939808445178,1.769568384646027,12.80929859,6745.100006291602,7715.86785791474,2884.94448221,0.9138724208990402,0.4060014757610218,0.132143939570255,0.9912305378845291,-0.9803735011277103,-0.19714917774770324,0.9803097933322623,-0.1974657162569169,1.0149863900001037,6.9813170078258935e-06,-0.036777577998024474,1.100000000000081e-06,-0.024383994979612744,0.024397957613629284,1.0499999998359044e-06,-0.0005529073696379783,-0.00042165523973380914,0
26997,2002,329.56908967,1.152720157772175,0.10988942036406697,0.0007512,4.523177836175984,1.7603041769764411,12.80929884,6745.099874647003,7715.867757520643,2885.56908967,0.9138717122913964,0.4060030707686718,0.10966838886277672,0.993968231124236,-0.9821529119874677,-0.1880841765660727,0.9820970630580652,-0.18837557891808263,0.6246074599998792,-1.7453292515678953e-06,-0.02264215638612245,2.7000000000000114e-06,0.009238027730805953,-0.009264207669585911,2.500000011451675e-07,-0.00013164459869585698,-0.00010039409698947566,0
26997,2002,329.95946929,1.1527166671136708,0.09573480013039297,0.0007509,4.526628352107177,1.756853661045248,12.80929912,6745.099727205059,7715.867645079258,2885.95946929,0.9138702950677571,0.40600626078026264,0.09558862979836064,0.9954209229533363,-0.9827960513672583,-0.18469412935154503,0.9827412082567887,-0.18498572267606772,0.39037962000020343,-3.4906585042460136e-06,-0.014154620233674003,-3.000000000000615e-07,0.0034505159311928324,-0.0034505159311930544,2.8000000007466497e-07,-0.00014744194413651712,-0.0001124413847719552,0
26997,2002,330.97445632,1.1527184124429228,0.05893453285209252,0.0007537,4.538487864374479,1.7449854221316867,12.80930039,6745.099058450607,7715.867135077319,2886.97445632,0.9138710036809686,0.4060046657750857,0.058900422762173554,0.9982638630134005,-0.9849172689600734,-0.17302593246167022,0.9848674002286264,-0.17330956109489953,1.0149870300001567,1.7453292520119845e-06,-0.03680026727830045,2.800000000000068e-06,0.011859512267301753,-0.011868238913561369,1.2700000002752176e-06,-0.0006687544519081712,-0.0005100019388919463,0
26997,2002,331.91136744,1.1527219031014266,0.024970425608282873,0.0007559,4.556049367308045,1.7274221738688678,12.80930192,6745.098252785972,7715.866520665646,2887.91136744,0.9138724208990402,0.4060014757610218,0.02496783075358366,0.9996882551212956,-0.987803834711879,-0.1557035135393764,0.9877592266080745,-0.15598625019731274,0.936911119999877,3.4906585038019244e-06,-0.033964107243809646,2.199999999999945e-06,0.01756150293356651,-0.017563248262818965,1.5299999986950752e-06,-0.0008056646347540664,-0.0006144116732684779,0
26997,2002,332.92635434,1.1527236484306789,6.271364192155829,0.0007569,4.569401136085801,1.7140581877863472,12.80930317,6745.097594563374,7715.866018695414,2888.9263543399998,0.9138731295039003,0.40599988075213445,-0.011820839714354197,0.9999301314334155,-0.9897946438018963,-0.14250109859603602,0.9897555589632229,-0.1427723134973942,1.0149868999997125,1.7453292522340291e-06,6.246393766547547,1.0000000000000243e-06,0.013351768777756234,-0.01336398608252054,1.250000000396767e-06,-0.0006582225987585844,-0.0005019702321078512,0
26997,2002,333.86326559,1.152720157772175,6.237389612936507,0.0007556,4.5894218079354285,1.6940410065952243,12.80930405,6745.097131174742,7715.865665308421,2889.86326559,0.9138717122913964,0.4060030707686718,-0.04577968845178137,0.9989515604498838,-0.992449059215595,-0.12265751041856505,0.9924149826408127,-0.12293291760157368,0.9369112500003212,-3.4906585038019244e-06,-0.03397457921932201,-1.2999999999999774e-06,0.020020671849627192,-0.020017181191122946,8.799999999808961e-07,-0.00046338863194250735,-0.0003533869930834044,0
26997,2002,333.94134145,1.152720157772175,6.2345604342190235,0.0007556,4.589057034121763,1.6944005444211347,12.80930405,6745.097131174742,7715.865665308421,2889.94134145,0.9138717122913964,0.4060030707686718,-0.048605713960154374,0.9988180437749529,-0.9924042509411342,-0.12301952167833573,0.9923707194643622,-0.1232897203735338,0.07807585999989897,0.0,-0.0028291787174836713,0.0,-0.00036477381366584183,0.000359537825910472,0.0,0.0,0.0,0
26997,2002,334.95632809,1.1527219031014266,6.197770638916236,0.0007556,4.59487421651866,1.688583362024238,12.80930544,6745.096399231464,7715.865107117683,2890.9563280899997,0.9138724208990402,0.4060014757610218,-0.08531084666745341,0.9963543844641234,-0.9931030826614613,-0.11724447623791402,0.9930711235382623,-0.11751486541903236,1.0149866399997336,1.7453292515678953e-06,-0.03678979530278781,0.0,0.005817182396897103,-0.0058171823968966585,1.3899999995459211e-06,-0.0007319432779695489,-0.0005581907380474149,0
26997,2002,335.97131465,1.152727139089183,6.1609843342719515,0.0007551,4.595813203656232,1.687644374886665,12.80930672,6745.095725211895,7715.864593100403,2891.97131465,0.9138745467052691,0.40599669073064987,-0.12189706047494442,0.992542748020239,-0.9932127358925273,-0.11631191366700501,0.9931810306753435,-0.11658233273812303,1.0149865600001249,5.235987756257998e-06,-0.03678630464428423,-5.000000000000664e-07,0.0009389871375722336,-0.0009389871375731218,1.2800000011026214e-06,-0.0006740195685779327,-0.0005140172797837295,0
26997,2002,336.98630131,1.1527219031014266,6.124182321664398,0.0007544,4.604292013162421,1.6791725466974845,12.80930758,6745.095272355073,7715.864247745091,2892.98630131,0.9138724208990402,0.4060014757610218,-0.15833384769182848,0.9873856352383809,-0.9941632097131411,-0.10788657216199316,0.994133043335639,-0.10816419069276376,1.0149866599999768,-5.235987756257998e-06,-0.03680201260755389,-6.999999999999628e-07,0.0084788095061894,-0.008471828189180464,8.600000001024455e-07,-0.0004528568224486662,-0.0003453553117651609,0
26997,2002,337.92321187,1.1527184124429228,6.090211233103581,0.0007534,4.612863325118965,1.6705942534239324,12.80930847,6745.094803700984,7715.863890342541,2893.92321187,0.9138710036809686,0.4060046657750857,-0.19177860877039452,0.9814382126339345,-0.9950514087923183,-0.09936143044674113,0.9950243186381007,-0.09963235076411411,0.9369105600003422,-3.4906585038019244e-06,-0.033971088560816654,-1.0000000000000243e-06,0.008571311956543148,-0.008578293273552084,8.899999990319429e-07,-0.0004686540887632873,-0.0003574025504349265,0
26997,2002,338.23551533,1.1527184124429228,6.0788892822458935,0.0007554,4.609205115006786,1.6742489728776087,12.80930867,6745.094698385467,7715.863810027367,2894.23551533,0.9138710036809686,0.4060046657750857,-0.20287787499821533,0.9792040481106113,-0.9946812664824968,-0.1030008646020813,0.9946535459084339,-0.10326821201017738,0.3123034599998391,0.0,-0.01132195085768739,2.0000000000000486e-06,-0.003658210112178928,0.003654719453676236,2.0000000056086265e-07,-0.00010531551652093185,-8.03151733634877e-05,0
26997,2002,338.93819806,1.1527166671136708,6.053414456483785,0.0007551,4.606096683608983,1.6773591496046623,12.80930934,6745.09434557851,7715.86354097155,2894.93819806,0.9138702950677571,0.40600626078026264,-0.2277544025747221,0.9737186103324879,-0.9943562904032802,-0.10609226048787618,0.9943275532995045,-0.10636125586613326,0.702682730000106,-1.7453292520119845e-06,-0.025474825762108466,-3.000000000000615e-07,-0.0031084313978029243,0.003110176727053604,6.700000003689865e-07,-0.0003528069573803805,-0.00026905581762548536,0
26997,2002,339.95318444,1.152711431125915,6.016610698546981,0.000756,4.609767111025927,1.6736869768584663,12.80930992,6745.094040163563,7715.863308057577,2895.95318444,0.9138681692114198,0.40601104578837255,-0.2634285858168594,0.9646789000359288,-0.9947389954754986,-0.10244184145355821,0.9947114251539847,-0.10270920439828521,1.0149863799997547,-5.235987755813909e-06,-0.036803757936803905,9.000000000000761e-07,0.003670427416944122,-0.003672172746195912,5.800000000277805e-07,-0.0003054149474337464,-0.00023291397246794077,0
26997,2002,340.96817055,1.1526747792116232,5.979733636781592,0.0007574,4.627532817481978,1.6559177797439122,12.80930939,6745.094319249635,7715.863520892759,2896.9681705499997,0.9138532875155431,0.4060445405334669,-0.2988159463768774,0.9543107618542773,-0.9964018756313011,-0.0847543641261335,0.9963793560795932,-0.08501869664030032,1.0149861099998816,-3.6651914291807586e-05,-0.03687706176538885,1.3999999999999256e-06,0.0177657064560508,-0.01776919711455416,-5.300000012198325e-07,0.0002790860726236133,0.00021283518162817927,0
26997,2002,341.98315679,1.1526730338823712,5.942945586808055,0.0007559,4.618280827117156,1.6651697701087338,12.80930972,6745.094145479059,7715.863388372738,2897.98315679,0.913852578832737,0.4060461355077232,-0.33371308005527234,0.942674694791381,-0.9955750948979081,-0.09396930572810142,0.9955501307430384,-0.094233418581303,1.0149862400003258,-1.7453292520119845e-06,-0.03678804997353691,-1.4999999999999823e-06,-0.00925199036482205,0.009251990364821605,3.3000000065896984e-07,-0.00017377057611156488,-0.0001325200209976174,0
26997,2002,342.52968786,1.152671288553119,5.923129118480912,0.0007535,4.612948846252313,1.6705087322905845,12.80930991,6745.094045429338,7715.863312073336,2898.52968786,0.913851870147147,0.40604773048074283,-0.3523268195435839,0.9358770283698082,-0.9950599026556154,-0.09927633215926705,0.9950328356709094,-0.09954725479243043,0.5465310700001282,-1.7453292522340291e-06,-0.019816468327143788,-2.39999999999995e-06,-0.005331980864842656,0.005338962181850704,1.8999999973345894e-07,-0.00010004972136812285,-7.629940228071064e-05,0
26997,2002,342.99814311,1.1526730338823712,5.906152300846764,0.0007538,4.610021929096718,1.6734356494461788,12.80930997,6745.09401383469,7715.863287978787,2898.99814311,0.913852578832737,0.4060461355077232,-0.3681634987480783,0.9297610651073607,-0.9947650672123036,-0.10218836065864362,0.9947372073765662,-0.10245920290862284,0.46845524999980626,1.7453292522340291e-06,-0.0169768176341476,2.999999999999531e-07,-0.002926917155594566,0.002926917155594344,5.999999963535174e-08,-3.159464813506929e-05,-2.4094548280118033e-05,0
26997,2002,343.93505358,1.1526660525653631,5.872188193602953,0.0007532,4.605806958953153,1.6776523649189974,12.80931003,6745.0939822400405,7715.863263884238,2899.93505358,0.913849744073675,0.4060525153923795,-0.39952360330098036,0.9167229081927651,-0.994325511126734,-0.10638034556514316,0.9942963238071144,-0.10665280335583216,0.9369104699999298,-6.981317008047938e-06,-0.03396410724381127,-6.000000000000146e-07,-0.004214970143565644,0.004216715472818544,6.000000141170858e-08,-3.1594649044563994e-05,-2.4094549189612735e-05,0
26997,2002,344.9500398,1.1526608165776069,5.835391416983157,0.000753,4.600911310401308,1.6825497588000935,12.80931021,6745.093887456099,7715.863191600598,2900.9500398,0.9138476179751492,0.40605730029288445,-0.43297799207157667,0.9014044921020006,-0.99379279676012,-0.11124691954251485,0.9937620812987215,-0.11152096562007259,1.0149862200000825,-5.235987756257998e-06,-0.03679677661979586,-2.0000000000000486e-07,-0.004895648551844545,0.004897393881096113,1.7999999890605523e-07,-9.478394167672377e-05,-7.228364029288059e-05,0
26997,2002,345.9650258,1.1526643072361111,5.798608602997376,0.0007488,4.585119571329264,1.6983519698476501,12.80931075,6745.093603104289,7715.862974749682,2901.9650257999997,0.9138490353769502,0.40605411036045136,-0.46583383848634025,0.8848722138936685,-0.9919121744874885,-0.1269261127723618,0.9918758032857276,-0.12721002655566413,1.0149859999996806,3.4906585042460136e-06,-0.03678281398578065,-4.199999999999994e-06,-0.015791739072044564,0.015802211047556636,5.400000002708794e-07,-0.0002843518095687614,-0.00021685091633116826,0
26997,2002,346.90193629,1.152659071248355,5.764642750424314,0.0007517,4.591882722180741,1.691583583008416,12.80931087,6745.093539915001,7715.862926560591,2902.90193629,0.9138469092700733,0.4060588952572453,-0.4956148133688421,0.8685424323367096,-0.9927479033422842,-0.12021480944334016,0.9927140840269263,-0.12049376487844009,0.936910490000173,-5.2359877560359536e-06,-0.03396585257306217,2.9000000000000163e-06,0.006763150851477384,-0.006768386839234086,1.1999999927070348e-07,-6.318928808468627e-05,-4.8189090193773154e-05,0
26997,2002,346.98001219,1.1526608165776069,5.76181182637758,0.0007514,4.593132377925169,1.690332181934736,12.80931089,6745.093529383453,7715.862918529076,2902.9800121900003,0.9138476179751492,0.40605730029288445,-0.49807160178230964,0.867135906013587,-0.9928973552733117,-0.11897412277996865,0.9928640927169786,-0.11925138738518296,0.07807590000038545,1.74532925178994e-06,-0.002830924046733685,-2.999999999999531e-07,0.0012496557444281464,-0.0012514010736799364,2.000000165480742e-08,-1.0531548468861729e-05,-8.031515790207777e-06,0
26997,2002,347.91692255,1.152659071248355,5.727849464463023,0.0007526,4.598003591867485,1.685459222663168,12.80931122,6745.0933556129185,7715.862786009082,2903.91692255,0.9138469092700733,0.4060588952572453,-0.5272287033535505,0.8497234222734676,-0.9934651213159948,-0.11413611491809073,0.9934334094519514,-0.11441180439391568,0.9369103599997288,-1.74532925178994e-06,-0.033962361914557704,1.1999999999999207e-06,0.004871213942315933,-0.004872959271568167,3.29999998882613e-07,-0.0001737705342748086,-0.00013251999371277634,0
26997,2002,348.93190866,1.1526625619068591,5.691061414489486,0.0007534,4.594163867513098,1.6892972016883034,12.80931164,6745.0931344504315,7715.8626173472785,2904.93190866,0.9138483266774416,0.40605570532728624,-0.5581245955705932,0.8297571547261052,-0.9930195476135953,-0.11794989638524672,0.9929869837551746,-0.1182237289751958,1.0149861099998816,3.490658504023969e-06,-0.03678804997353691,8.000000000000194e-07,-0.003839724354387286,0.003837979025135496,4.2000000100017587e-07,-0.00022116248692327645,-0.00016866180340002757,0
26997,2002,349.94689497,1.152659071248355,5.6542681285281935,0.0007556,4.601899166757937,1.681556666455709,12.80931184,6745.093029134968,7715.862537032139,2905.94689497,0.9138469092700733,0.4060588952572453,-0.5882694632902962,0.8086649730018897,-0.9939022078175016,-0.11026514089001953,0.9938723418575696,-0.11053401327442297,1.0149863100000402,-3.490658504023969e-06,-0.03679328596129228,2.2000000000000535e-06,0.007735299244838956,-0.0077405352325945476,1.999999987845058e-07,-0.00010531546377023915,-8.031513971218374e-05,0
26997,2002,350.96188091,1.152659071248355,5.617476587896154,0.0007554,4.596722520196521,1.6867333130171238,12.80931227,6745.09280270673,7715.862364354593,2906.9618809099998,0.9138469092700733,0.4060588952572453,-0.6176166808123197,0.7864792658311935,-0.9933180896026721,-0.11540872093606226,0.9932868321918206,-0.11567743511306815,1.0149859399998604,0.0,-0.0367915406320396,-2.0000000000000486e-07,-0.005176646561415588,0.0051766465614149215,4.3000000005122274e-07,-0.00022642823751084507,-0.00017267754537897417,0
26997,2002,351.19610851,1.1526608165776069,5.6089855610852,0.0007565,4.600639039037996,1.6828150488463964,12.80931241,6745.092728985911,7715.862308133998,2907.19610851,0.9138476179751492,0.40605730029288445,-0.6242723529135173,0.7812067776125735,-0.993762470574274,-0.11151749673533401,0.9937324609270398,-0.11178459688118571,0.2342276000003949,1.74532925178994e-06,-0.008491026810953706,1.0999999999999725e-06,0.003916518841474925,-0.003918264170727381,1.400000009255109e-07,-7.372081927314866e-05,-5.622059507004451e-05,0
26997,2002,351.97686688,1.1526625619068591,5.580686792593364,0.0007543,4.5958166943147365,1.6876426295574127,12.8093128,6745.092523620783,7715.862151519491,2907.9768668799998,0.9138483266774416,0.40605570532728624,-0.646126643822939,0.7632302143797145,-0.9932131418916469,-0.1163084466998131,0.9931812341483864,-0.11658059931003986,0.780758369999603,1.7453292522340291e-06,-0.02829876849183588,-2.2000000000000535e-06,-0.004822344723259597,0.004827580711016299,3.900000002943216e-07,-0.00020536512784019578,-0.0001566145074320957,0
26997,2002,352.9918528,1.1526660525653631,5.543902233278332,0.0007504,4.591894939485505,1.6915766016914082,12.80931346,6745.092176079826,7715.8618864795735,2908.9918528,0.913849744073675,0.4060525153923795,-0.6737583110043768,0.7389517835099455,-0.9927493719691584,-0.12020268073067943,0.9927149252079045,-0.12048683442378505,1.014985920000072,3.490658504023969e-06,-0.03678455931503244,-3.899999999999932e-06,-0.003921754829231183,0.003933972133995489,6.599999995415828e-07,-0.0003475409575912636,-0.00026503991739446064,0
26997,2002,353.92876395,1.152655580589851,5.509931144717515,0.0007475,4.605620208723189,1.677849587124473,12.8093128,6745.092523620783,7715.862151519491,2909.92876395,0.9138454918515699,0.40606208518225667,-0.6984677465719783,0.7156415352665485,-0.9943056272339781,-0.10656603422688378,0.9942752701687805,-0.10684889859422278,0.9369111500000145,-1.0471975512071907e-05,-0.033971088560816654,-2.9000000000000163e-06,0.01372526923768369,-0.013727014566935258,-6.599999995415828e-07,0.0003475409575912636,0.00026503991739446064,0
26997,2002,354.94375147,1.152671288553119,5.473069790915394,0.0007425,4.642734635266848,1.6407403965685692,12.80931153,6745.093192373938,7715.862661520608,2910.94375147,0.913851870147147,0.40604773048074283,-0.7243668178206597,0.6894147614030115,-0.9975751167471042,-0.06959803479266853,0.9975549106122945,-0.06988705397494727,1.014987519999977,1.5707963267885816e-05,-0.036861353802120966,-5.000000000000013e-06,0.03711442654365893,-0.03710919055590378,-1.2700000002752176e-06,0.0006687531549687264,0.0005100011167087359,0
26997,2002,355.49028339,1.152671288553119,5.453258558576007,0.0007463,4.641217944146865,1.6422501063715442,12.80931003,6745.0939822400405,7715.863263884238,2911.49028339,0.913851870147147,0.40604773048074283,-0.7378819335383876,0.6749298127640018,-0.9974684106795219,-0.07111096748370553,0.9974482646567114,-0.07139299218631309,0.5465319200002341,0.0,-0.01981123233938753,3.799999999999984e-06,-0.0015166911199830935,0.0015097098029750455,-1.4999999997655777e-06,0.0007898661024228204,0.0006023636306053959,0
